orphan_id,candidate_id_or_source_id,entity_id,description,reason,notes
ORPH-C-001,GEO-005,ENT-LINE-ACL,alignment.station candidate has empty source_record_ids (station not extracted in Phase 2-I).,Candidate with no linkable source record (per source_to_candidate_contract section 4).,adoption_status=HUMAN_CONFIRMATION_REQUIRED; phase3_action=HUMAN_VALIDATION.
ORPH-S-0265,DWG-EL-S042-001,,drawing_sheet_element calc_pdf_p44 section=sheets_001_044,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0266,DWG-EL-S043-001,,drawing_sheet_element calc_pdf_p45 section=sheets_001_044,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0267,DWG-EL-S044-001,,drawing_sheet_element calc_pdf_p46 section=sheets_001_044,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0268,DWG-EL-S045-001,,drawing_sheet_element calc_pdf_p47 section=sheets_001_044,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0269,DWG-EL-S045-002,,drawing_sheet_element calc_pdf_p47 section=sheets_045_088,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0270,DWG-EL-S045-003,,drawing_sheet_element calc_pdf_p47 section=sheets_045_088,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0271,DWG-EL-S045-004,,drawing_sheet_element calc_pdf_p47 section=sheets_045_088,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0272,DWG-EL-S045-005,,drawing_sheet_element calc_pdf_p47 section=sheets_045_088,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0273,DWG-EL-S045-006,,drawing_sheet_element calc_pdf_p47 section=sheets_045_088,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0274,DWG-EL-S045-007,,drawing_sheet_element calc_pdf_p47 section=sheets_045_088,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0275,DWG-EL-S045-008,,drawing_sheet_element calc_pdf_p47 section=sheets_045_088,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0276,DWG-EL-S045-009,,drawing_sheet_element calc_pdf_p47 section=sheets_045_088,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0277,DWG-EL-S045-010,,drawing_sheet_element calc_pdf_p47 section=sheets_045_088,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0278,DWG-EL-S045-011,,drawing_sheet_element calc_pdf_p47 section=sheets_045_088,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0279,DWG-EL-S045-012,,drawing_sheet_element calc_pdf_p47 section=sheets_045_088,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0280,DWG-EL-S045-013,,drawing_sheet_element calc_pdf_p47 section=sheets_045_088,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0281,DWG-EL-S045-014,,drawing_sheet_element calc_pdf_p47 section=sheets_045_088,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0282,DWG-EL-S045-015,,drawing_sheet_element calc_pdf_p47 section=sheets_045_088,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0283,DWG-EL-S046-001,,drawing_sheet_element calc_pdf_p48 section=sheets_045_088,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0284,DWG-EL-S046-002,,drawing_sheet_element calc_pdf_p48 section=sheets_045_088,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0285,DWG-EL-S046-003,,drawing_sheet_element calc_pdf_p48 section=sheets_045_088,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0286,DWG-EL-S046-004,,drawing_sheet_element calc_pdf_p48 section=sheets_045_088,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0287,DWG-EL-S046-005,,drawing_sheet_element calc_pdf_p48 section=sheets_045_088,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0288,DWG-EL-S046-006,,drawing_sheet_element calc_pdf_p48 section=sheets_045_088,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0289,DWG-EL-S046-007,,drawing_sheet_element calc_pdf_p48 section=sheets_045_088,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0290,DWG-EL-S046-008,,drawing_sheet_element calc_pdf_p48 section=sheets_045_088,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0291,DWG-EL-S047-001,,drawing_sheet_element calc_pdf_p49 section=sheets_045_088,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0292,DWG-EL-S047-002,,drawing_sheet_element calc_pdf_p49 section=sheets_045_088,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0293,DWG-EL-S047-003,,drawing_sheet_element calc_pdf_p49 section=sheets_045_088,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0294,DWG-EL-S047-004,,drawing_sheet_element calc_pdf_p49 section=sheets_045_088,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0295,DWG-EL-S047-005,,drawing_sheet_element calc_pdf_p49 section=sheets_045_088,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0296,DWG-EL-S047-006,,drawing_sheet_element calc_pdf_p49 section=sheets_045_088,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0297,DWG-EL-S047-007,,drawing_sheet_element calc_pdf_p49 section=sheets_045_088,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0298,DWG-EL-S048-001,,drawing_sheet_element calc_pdf_p50 section=sheets_045_088,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0299,DWG-EL-S048-002,,drawing_sheet_element calc_pdf_p50 section=sheets_045_088,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0300,DWG-EL-S048-003,,drawing_sheet_element calc_pdf_p50 section=sheets_045_088,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0301,DWG-EL-S048-004,,drawing_sheet_element calc_pdf_p50 section=sheets_045_088,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
